path,file,sizeBytes,size,mime,width,height,orientation,suggestedCategory,placementSuggestions
Images/Screenshot 2025-10-26 at 16.40.53.png,Screenshot 2025-10-26 at 16.40.53.png,2472596,2.4 MB,image/png,1218,1382,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.41.03.png,Screenshot 2025-10-26 at 16.41.03.png,1606167,1.5 MB,image/png,1296,1362,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.41.16.png,Screenshot 2025-10-26 at 16.41.16.png,3507088,3.3 MB,image/png,2842,1108,landscape,uncertain,home-hero|gallery
Images/Screenshot 2025-10-26 at 16.41.27.png,Screenshot 2025-10-26 at 16.41.27.png,4342150,4.1 MB,image/png,2832,1004,landscape,uncertain,home-hero|gallery
Images/Screenshot 2025-10-26 at 16.41.36.png,Screenshot 2025-10-26 at 16.41.36.png,2161909,2.1 MB,image/png,1216,1360,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.41.45.png,Screenshot 2025-10-26 at 16.41.45.png,1295928,1.2 MB,image/png,906,1320,portrait,uncertain,
Images/Screenshot 2025-10-26 at 16.41.53.png,Screenshot 2025-10-26 at 16.41.53.png,3175013,3.0 MB,image/png,2788,1022,landscape,uncertain,home-hero|gallery
Images/Screenshot 2025-10-26 at 16.42.01.png,Screenshot 2025-10-26 at 16.42.01.png,2147453,2.0 MB,image/png,1212,1364,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.42.08.png,Screenshot 2025-10-26 at 16.42.08.png,1825369,1.7 MB,image/png,1206,1362,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.42.15.png,Screenshot 2025-10-26 at 16.42.15.png,1521656,1.5 MB,image/png,1206,1364,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.42.25.png,Screenshot 2025-10-26 at 16.42.25.png,1633687,1.6 MB,image/png,1218,1374,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.42.32.png,Screenshot 2025-10-26 at 16.42.32.png,1155146,1.1 MB,image/png,1218,1384,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.42.44.png,Screenshot 2025-10-26 at 16.42.44.png,1961761,1.9 MB,image/png,1690,1382,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.43.10.png,Screenshot 2025-10-26 at 16.43.10.png,2260932,2.2 MB,image/png,1214,1370,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.43.20.png,Screenshot 2025-10-26 at 16.43.20.png,1702876,1.6 MB,image/png,1216,1388,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.43.27.png,Screenshot 2025-10-26 at 16.43.27.png,2541245,2.4 MB,image/png,1884,1386,landscape,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.43.34.png,Screenshot 2025-10-26 at 16.43.34.png,3134830,3.0 MB,image/png,1622,1376,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.43.42.png,Screenshot 2025-10-26 at 16.43.42.png,1538455,1.5 MB,image/png,1210,1384,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.43.50.png,Screenshot 2025-10-26 at 16.43.50.png,1099777,1.0 MB,image/png,1216,1384,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.43.58.png,Screenshot 2025-10-26 at 16.43.58.png,1781531,1.7 MB,image/png,1208,1386,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.44.08.png,Screenshot 2025-10-26 at 16.44.08.png,3070756,2.9 MB,image/png,1834,1390,landscape,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.44.16.png,Screenshot 2025-10-26 at 16.44.16.png,2020416,1.9 MB,image/png,1202,1386,square-ish,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.44.25.png,Screenshot 2025-10-26 at 16.44.25.png,2710148,2.6 MB,image/png,1834,1372,landscape,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.44.55.png,Screenshot 2025-10-26 at 16.44.55.png,2357845,2.2 MB,image/png,1188,1392,square-ish,uncertain,
Images/Screenshot 2025-10-26 at 16.45.07.png,Screenshot 2025-10-26 at 16.45.07.png,3484599,3.3 MB,image/png,2232,1370,landscape,uncertain,home-hero|gallery
Images/Screenshot 2025-10-26 at 16.45.15.png,Screenshot 2025-10-26 at 16.45.15.png,1305282,1.2 MB,image/png,1194,1374,square-ish,uncertain,
Images/Screenshot 2025-10-26 at 16.46.15.png,Screenshot 2025-10-26 at 16.46.15.png,2471381,2.4 MB,image/png,1194,1116,square-ish,uncertain,
Images/Screenshot 2025-10-26 at 16.46.26.png,Screenshot 2025-10-26 at 16.46.26.png,2193602,2.1 MB,image/png,1588,1030,landscape,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.48.07.png,Screenshot 2025-10-26 at 16.48.07.png,2918374,2.8 MB,image/png,1880,946,landscape,uncertain,gallery
Images/Screenshot 2025-10-26 at 16.49.04.png,Screenshot 2025-10-26 at 16.49.04.png,2663798,2.5 MB,image/png,1216,1382,square-ish,uncertain,gallery
Images/Screenshot 2025-10-27 at 00.58.34.png,Screenshot 2025-10-27 at 00.58.34.png,668804,653.1 KB,image/png,2880,1800,landscape,uncertain,home-hero|gallery
Images/Screenshot 2025-10-27 at 00.58.49.png,Screenshot 2025-10-27 at 00.58.49.png,668804,653.1 KB,image/png,2880,1800,landscape,uncertain,home-hero|gallery
